"iso_a3","country_name","centroid_lon","centroid_lat","study_count","gdp_year","gdp_current_usd"
"SVN","Slovenia",14.8044423775562,46.1155477206985,17,2024,72972015197.3859
"MLI","Mali",-3.54269064850936,17.3458158134836,16,2024,26794747239.8805
"IRQ","Iraq",43.7435314887819,33.0397058231526,15,2024,279641257615.385
"GEO","Georgia",43.5078025200065,42.1685575536793,14,2024,34189423544.9955
"SRB","Serbia",20.7895833362733,44.2215031993201,14,2024,90097765959.1114
"UZB","Uzbekistan",63.1400152804712,41.7555422526523,14,2024,114965293466.611
"VEN","Venezuela",-66.1818412311454,7.1242242127328,14,2024,119802963257.783
"BEL","Belgium",4.64065113918384,50.6398157556138,13,2024,671370081636.406
"GHA","Ghana",-1.21676565807291,7.95345643541408,12,2024,82308110386.4641
"HKG","Hong Kong",114.113804541765,22.3982773722984,11,2024,406863396487.342
"PRI","Puerto Rico",-66.4730760435021,18.2281305461095,11,2024,126029527033.705
"UGA","Uganda",32.3690797137035,1.27469298730871,11,2024,53911907086.1525
"HRV","Croatia",16.4041289939516,45.0804763057065,10,2024,92983810328.9088
"EST","Estonia",25.542485365633,58.671929717321,10,2024,43130419829.35
"NPL","Nepal",83.915826400156,28.248913649588,10,2024,42914268286.7109
"TZA","Tanzania",34.8130998093246,-6.27565408331663,10,2024,78844405385.2195
"URY","Uruguay",-56.0180705314507,-32.7995153443752,10,2024,80961511073.5797
"PNG","Papua New Guinea",145.207447523551,-6.4641664608297,9,2024,31800428265.5246
"SVK","Slovakia",19.4790521810641,48.705475281323,9,2024,140934076532.375
"BOL","Bolivia",-64.6853864514649,-16.7081478725017,8,2024,54881327452.9667
"CUB","Cuba",-79.016053844463,21.6228952793113,8,2020,1.07352e+11
"LTU","Lithuania",23.8871935548324,55.3261098445255,8,2024,84869215513.3648
"SDN","Sudan",29.9404681198958,15.9903566855827,8,2024,49672435513.1126
"BFA","Burkina Faso",-1.75456600914437,12.2695384574254,7,2024,23124729853.0218
"ARE","United Arab Emirates",54.3001671015639,23.9052818784965,7,2024,552324846834.581
